"","Name","Longitude","Latitude","Population"
"524","Kenton, Delaware",-75.6645,39.2272,265
"525","Hartly, Delaware",-75.7125,39.1687,71
"526","Seaford, Delaware",-75.6118,38.6539,7736
"527","Delmar, Delaware",-75.5553,38.4651,1765
"528","Leipsic, Delaware",-75.5155,39.243,196
"529","Magnolia, Delaware",-75.4757,39.0718,235
"530","Bethel, Delaware",-75.6194,38.5706,192
"531","Lewes, Delaware",-75.1455,38.7784,27008
"532","Selbyville, Delaware",-75.2085,38.4627,2421
"533","Delaware City, Delaware",-75.5985,39.5776,1742
"534","Little Creek, Delaware",-75.448,39.1664,234
"535","Laurel, Delaware",-75.5687,38.5697,4160
"536","Rehoboth Beach, Delaware",-75.0843,38.7168,1488
"537","Farmington, Delaware",-75.5793,38.87,118
"538","Felton, Delaware",-75.5761,39.0125,1408
"539","Viola, Delaware",-75.5716,39.043,171
"540","Odessa, Delaware",-75.6605,39.4562,372
"541","Elsmere, Delaware",-75.5946,39.7385,6106
"542","Georgetown, Delaware",-75.3872,38.6899,10136
"543","Clayton, Delaware",-75.6363,39.2846,3157
"544","Millville, Delaware",-75.1291,38.5351,602
"545","Frederica, Delaware",-75.466,39.008,828
"546","Wilmington, Delaware",-75.5286,39.7349,71442
"547","South Bethany, Delaware",-75.0591,38.5161,508
"548","Bellefonte, Delaware",-75.4982,39.7669,1178
"549","Henlopen Acres, Delaware",-75.0849,38.7256,138
"550","Ocean View, Delaware",-75.0991,38.5357,13612
"551","Dover, Delaware",-75.5204,39.16,116114
"552","New Castle, Delaware",-75.5684,39.6689,5357
"553","Houston, Delaware",-75.5041,38.9177,393
"554","Ellendale, Delaware",-75.425,38.8103,423
"555","Smyrna, Delaware",-75.6079,39.2922,11371
"556","Washington, District of Columbia",-77.0163,38.9047,5191844
"557","Kaukauna, Wisconsin",-88.2645,44.2777,15900
"558","Oconomowoc, Wisconsin",-88.4952,43.0993,16526
"559","Verona, Wisconsin",-89.5371,42.9879,12969
"560","Platteville, Wisconsin",-90.4716,42.7334,12550
"561","Viroqua, Wisconsin",-90.8867,43.5578,4127
"562","Waterloo, Wisconsin",-88.99,43.1835,3058
"563","Medford, Wisconsin",-90.3437,45.1364,4056
"564","Richland Center, Wisconsin",-90.3839,43.3403,4859
"565","Rice Lake, Wisconsin",-91.7448,45.4862,9468
"566","New Holstein, Wisconsin",-88.0942,43.9491,3129
"567","Durand, Wisconsin",-91.9615,44.6272,1846
"568","Burlington, Wisconsin",-88.2724,42.6748,23990
"569","Chippewa Falls, Wisconsin",-91.3903,44.9358,14084
"570","Waupaca, Wisconsin",-89.0719,44.3508,7598
"571","Chilton, Wisconsin",-88.1636,44.028,3493
"572","Lake Geneva, Wisconsin",-88.4283,42.5825,14974
"573","Cuba City, Wisconsin",-90.4318,42.6037,2055
"574","Manawa, Wisconsin",-88.9204,44.4613,1301
"575","Buffalo City, Wisconsin",-91.8654,44.2237,969
"576","Fitchburg, Wisconsin",-89.4255,42.9859,28875
"577","Merrill, Wisconsin",-89.7005,45.1818,9818
"578","Mineral Point, Wisconsin",-90.1837,42.8624,2491
"579","Monona, Wisconsin",-89.3334,43.054,8179
"580","Beaver Dam, Wisconsin",-88.8312,43.4687,18121
"581","Omro, Wisconsin",-88.7378,44.0391,3395
"582","Columbus, Wisconsin",-89.0299,43.3354,6674
"583","Seymour, Wisconsin",-88.3272,44.5141,3492
"584","Gillett, Wisconsin",-88.3063,44.8897,1336
"585","Adams, Wisconsin",-89.8169,43.9554,1890
"586","Beloit, Wisconsin",-89.0184,42.523,63470
"587","Montreal, Wisconsin",-90.2382,46.4314,776
"588","Greenfield, Wisconsin",-88.005,42.9619,36858
"589","Spooner, Wisconsin",-91.886,45.827,2588
"590","Brodhead, Wisconsin",-89.3756,42.6167,3488
"591","Owen, Wisconsin",-90.5623,44.9485,931
"592","Pewaukee, Wisconsin",-88.2523,43.0853,8176
"593","Park Falls, Wisconsin",-90.4457,45.935,2292
"594","Fond du Lac, Wisconsin",-88.4396,43.7719,54811
"595","Edgerton, Wisconsin",-89.0698,42.8385,7327
"596","Hartford, Wisconsin",-88.3777,43.3215,14605
"597","Elkhorn, Wisconsin",-88.5376,42.6711,12198
"598","Rhinelander, Wisconsin",-89.4255,45.6361,8769
"599","Baraboo, Wisconsin",-89.7378,43.4696,13902
"600","Peshtigo, Wisconsin",-87.7477,45.0556,3348
"601","Janesville, Wisconsin",-89.0137,42.6855,70299
"602","Marinette, Wisconsin",-87.6305,45.087,18947
"603","New Lisbon, Wisconsin",-90.1627,43.878,2499
"604","Phillips, Wisconsin",-90.4016,45.6957,1375
"605","Lodi, Wisconsin",-89.5378,43.3153,3023
"606","Muskego, Wisconsin",-88.1291,42.8859,24882
"607","Manitowoc, Wisconsin",-87.6812,44.099,45261
"608","Ladysmith, Wisconsin",-91.0971,45.4607,3216
"609","Augusta, Wisconsin",-91.1203,44.6784,1520
"610","Kenosha, Wisconsin",-87.8755,42.5861,124580
"611","Abbotsford, Wisconsin",-90.3154,44.9437,3877
"612","Stanley, Wisconsin",-90.943,44.9596,3496
"613","Elroy, Wisconsin",-90.2707,43.7422,1366
"614","Jefferson, Wisconsin",-88.8084,43.0042,8024
"615","Watertown, Wisconsin",-88.7285,43.1893,23304
"616","Ripon, Wisconsin",-88.8386,43.8436,7961
"617","Green Lake, Wisconsin",-88.9576,43.8433,934
"618","Bloomer, Wisconsin",-91.4913,45.103,3320
"619","Onalaska, Wisconsin",-91.2075,43.888,18697
"620","Middleton, Wisconsin",-89.5073,43.1059,19109
"621","Amery, Wisconsin",-92.3634,45.3046,2770
"622","Ashland, Wisconsin",-90.8715,46.5801,7063
"623","Delavan, Wisconsin",-88.6324,42.6281,12045
"624","Sparta, Wisconsin",-90.8084,43.9403,10086
"625","Crandon, Wisconsin",-88.8973,45.5686,1860
"626","La Crosse, Wisconsin",-91.2279,43.8234,102427
"627","Whitewater, Wisconsin",-88.734,42.8371,14352
"628","Horicon, Wisconsin",-88.638,43.4448,3494
"629","Stevens Point, Wisconsin",-89.5506,44.524,43735
"630","Kewaunee, Wisconsin",-87.5133,44.4607,2548
"631","Prairie du Chien, Wisconsin",-91.139,43.044,6647
"632","Sun Prairie, Wisconsin",-89.2353,43.1829,32820
"633","Oshkosh, Wisconsin",-88.561,44.0242,75057
"634","Evansville, Wisconsin",-89.2967,42.7781,5954
"635","Marshfield, Wisconsin",-90.1731,44.6633,18760
"636","Cudahy, Wisconsin",-87.8638,42.9467,18200
"637","Sheboygan, Wisconsin",-87.7317,43.7448,70436
"638","Wautoma, Wisconsin",-89.2919,44.0669,2474
"639","Loyal, Wisconsin",-90.4958,44.7366,1240
"640","Thorp, Wisconsin",-90.8024,44.9583,1629
"641","Fennimore, Wisconsin",-90.6492,42.9792,2487
"642","Mayville, Wisconsin",-88.5469,43.4987,4922
"643","Brillion, Wisconsin",-88.0708,44.1755,2947
"644","New London, Wisconsin",-88.7393,44.395,7512
"645","Reedsburg, Wisconsin",-89.9971,43.5346,9526
"646","Port Washington, Wisconsin",-87.8851,43.3847,11642
"647","Independence, Wisconsin",-91.4188,44.3622,1337
"648","Kiel, Wisconsin",-88.0266,43.9167,6841
"649","Westby, Wisconsin",-90.8583,43.653,2271
"650","Tomahawk, Wisconsin",-89.7229,45.4746,2757
"651","Dodgeville, Wisconsin",-90.1304,42.9653,4814
"652","Fountain City, Wisconsin",-91.6969,44.1201,849
"653","South Milwaukee, Wisconsin",-87.8624,42.9119,21052
"654","Marion, Wisconsin",-88.8902,44.6743,1207
"655","Darlington, Wisconsin",-90.1185,42.6783,2376
"656","Mondovi, Wisconsin",-91.6667,44.5712,2634
"657","Bayfield, Wisconsin",-90.8226,46.8141,475
"658","Clintonville, Wisconsin",-88.7514,44.6221,4330
"659","Appleton, Wisconsin",-88.3896,44.2775,221379
"660","Blair, Wisconsin",-91.227,44.2955,1386
"661","Shullsburg, Wisconsin",-90.2321,42.5732,1209
"662","Brookfield, Wisconsin",-88.1231,43.064,38016
"663","Berlin, Wisconsin",-88.9503,43.9706,4777
"664","Nekoosa, Wisconsin",-89.9073,44.3134,2443
"665","Lancaster, Wisconsin",-90.7064,42.8473,3585
"666","Sheboygan Falls, Wisconsin",-87.8262,43.7289,7824
"667","Eagle River, Wisconsin",-89.2566,45.925,1419
"668","De Pere, Wisconsin",-88.0795,44.4312,24893
"669","Stoughton, Wisconsin",-89.2219,42.9237,13134
"670","Princeton, Wisconsin",-89.1305,43.8528,1175
"671","Schofield, Wisconsin",-89.6146,44.9152,2189
"672","West Allis, Wisconsin",-88.0296,43.0068,60087
"673","Tomah, Wisconsin",-90.4996,43.9882,9311
"674","Altoona, Wisconsin",-91.4387,44.8029,7489
"675","Niagara, Wisconsin",-87.9992,45.7802,1572
"676","Cumberland, Wisconsin",-92.0263,45.5362,2135
"677","Wisconsin Dells, Wisconsin",-89.7756,43.6338,2808
"678","West Bend, Wisconsin",-88.1823,43.4184,69810
"679","Galesville, Wisconsin",-91.3583,44.0834,1537
"680","Waukesha, Wisconsin",-88.2462,43.0088,72363
"681","Alma, Wisconsin",-91.9223,44.3365,721
"682","Mosinee, Wisconsin",-89.6837,44.7869,4012
"683","Glendale, Wisconsin",-87.9277,43.1289,12779
"684","Monroe, Wisconsin",-89.6437,42.601,10777
"685","Two Rivers, Wisconsin",-87.5824,44.1565,11261
"686","Wisconsin Rapids, Wisconsin",-89.8262,44.393,28406
"687","Whitehall, Wisconsin",-91.3276,44.3654,1606
"688","Chetek, Wisconsin",-91.6533,45.3159,2756
"689","Milwaukee, Wisconsin",-87.9669,43.064,1377104
"690","Washburn, Wisconsin",-90.9016,46.6769,2045
"691","Algoma, Wisconsin",-87.4465,44.6057,3002
"692","Antigo, Wisconsin",-89.1551,45.1409,7791
"693","Colby, Wisconsin",-90.316,44.912,1831
"694","Glenwood City, Wisconsin",-92.1712,45.057,1219
"695","Mequon, Wisconsin",-87.9838,43.2352,24086
"696","Greenwood, Wisconsin",-90.5995,44.7655,1015
"697","Boscobel, Wisconsin",-90.6965,43.1431,3178
"698","Fort Atkinson, Wisconsin",-88.8443,42.9253,21399
"699","Weyauwega, Wisconsin",-88.9332,44.3237,1839
"700","Oconto Falls, Wisconsin",-88.1442,44.8739,2568
"701","Black River Falls, Wisconsin",-90.8418,44.2981,5563
"702","Menasha, Wisconsin",-88.4272,44.2129,17856
"703","Sturgeon Bay, Wisconsin",-87.366,44.8228,8396
"704","Barron, Wisconsin",-91.8472,45.4016,3183
"705","Markesan, Wisconsin",-88.9907,43.7097,1410
"706","Arcadia, Wisconsin",-91.4948,44.2494,3127
"707","Madison, Wisconsin",-89.3921,43.0809,434967
"708","Oak Creek, Wisconsin",-87.9008,42.8803,35881
"709","Wausau, Wisconsin",-89.6439,44.9616,74186
"710","Shawano, Wisconsin",-88.5843,44.7749,10242
"711","Cornell, Wisconsin",-91.1498,45.1632,1426
"712","Oconto, Wisconsin",-87.8693,44.8918,4225
"713","Prescott, Wisconsin",-92.7882,44.7522,4124
"714","Racine, Wisconsin",-87.8135,42.7274,131517
"715","Osseo, Wisconsin",-91.2116,44.5793,1696
"716","Waupun, Wisconsin",-88.7379,43.6314,11366
"717","Lake Mills, Wisconsin",-88.9041,43.0775,6728
"718","Superior, Wisconsin",-92.0823,46.694,26475
"719","Shell Lake, Wisconsin",-91.9033,45.7323,1325
"720","Green Bay, Wisconsin",-87.9895,44.5151,208670
"721","Hurley, Wisconsin",-90.1991,46.4465,1461
"722","Mellen, Wisconsin",-90.6607,46.3239,696
"723","Franklin, Wisconsin",-88.0104,42.8854,36131
"724","Pittsville, Wisconsin",-90.1301,44.4391,839
"725","Delafield, Wisconsin",-88.391,43.0717,7494
"726","New Richmond, Wisconsin",-92.5341,45.1225,8791
"727","Portage, Wisconsin",-89.4657,43.5489,10431
"728","Hudson, Wisconsin",-92.7317,44.964,24001
"729","Hillsboro, Wisconsin",-90.3365,43.6559,1421
"730","Montello, Wisconsin",-89.3335,43.7938,1437
"731","Wauwatosa, Wisconsin",-88.0347,43.0616,47945
"732","Neenah, Wisconsin",-88.4762,44.1672,25914
"733","River Falls, Wisconsin",-92.622,44.8601,15698
"734","Hayward, Wisconsin",-91.4826,46.0094,2614
"735","Milton, Wisconsin",-88.9431,42.7752,5580
"736","Fox Lake, Wisconsin",-88.9131,43.5618,1469
"737","Plymouth, Wisconsin",-87.9654,43.7453,8887
"738","Eau Claire, Wisconsin",-91.4948,44.8202,106681
"739","New Berlin, Wisconsin",-88.1292,42.9726,39803
"740","Neillsville, Wisconsin",-90.5901,44.5604,2430
"741","Cedarburg, Wisconsin",-87.9887,43.2991,11518
"742","Juneau, Wisconsin",-88.7042,43.4053,2642
"743","Mauston, Wisconsin",-90.0775,43.7994,4352
"744","Hambleton, West Virginia",-79.6455,39.0813,225
"745","Thurmond, West Virginia",-81.0795,37.9607,5
"746","Bolivar, West Virginia",-77.7517,39.3242,1046
"747","Shinnston, West Virginia",-80.2989,39.3923,2161
"748","Wayne, West Virginia",-82.4415,38.2254,1366
"749","Bayard, West Virginia",-79.3662,39.2711,272
"750","Masontown, West Virginia",-79.8003,39.5512,548
"751","Union, West Virginia",-80.5419,37.5905,552
"752","Nutter Fort, West Virginia",-80.3265,39.2604,1570
"753","Montrose, West Virginia",-79.8144,39.0671,156
"754","Star City, West Virginia",-79.9868,39.6587,2024
"755","Eleanor, West Virginia",-81.9256,38.5374,1603
"756","Clendenin, West Virginia",-81.3502,38.486,1173
"757","Wellsburg, West Virginia",-80.6102,40.2811,2657
"758","McMechen, West Virginia",-80.7335,39.9854,1819
"759","Kimball, West Virginia",-81.5078,37.4268,173
"760","Thomas, West Virginia",-79.4958,39.1458,562
"761","Paw Paw, West Virginia",-78.4553,39.5313,493
"762","Junior, West Virginia",-79.9505,38.9783,495
"763","Flemington, West Virginia",-80.1287,39.2666,312
"764","South Charleston, West Virginia",-81.711,38.3482,12859
"765","Matewan, West Virginia",-82.1696,37.6262,454
"766","Barrackville, West Virginia",-80.1696,39.5013,1311
"767","Mannington, West Virginia",-80.341,39.5274,2059
"768","Monongah, West Virginia",-80.2185,39.4598,1106
"769","Sylvester, West Virginia",-81.5623,38.008,149
"770","Buckhannon, West Virginia",-80.2279,38.9927,8688
"771","Clay, West Virginia",-81.0815,38.4662,464
"772","Spencer, West Virginia",-81.3531,38.8025,2774
"773","Durbin, West Virginia",-79.8278,38.5471,287
"774","Kermit, West Virginia",-82.4084,37.8425,371
"775","Point Pleasant, West Virginia",-82.1303,38.853,10925
"776","Kingwood, West Virginia",-79.6822,39.4719,3220
"777","Clarksburg, West Virginia",-80.323,39.2862,42552
"778","Chapmanville, West Virginia",-82.0216,37.9727,1171
"779","Wheeling, West Virginia",-80.6951,40.0753,78088
"780","Hurricane, West Virginia",-82.0168,38.4294,6604
"781","Martinsburg, West Virginia",-77.9779,39.458,17687
"782","Ronceverte, West Virginia",-80.4715,37.7503,1736
"783","Lost Creek, West Virginia",-80.3484,39.1627,474
"784","Glasgow, West Virginia",-81.4218,38.2109,870
"785","Williamson, West Virginia",-82.271,37.6742,3138
"786","Cedar Grove, West Virginia",-81.4376,38.2223,938
"787","Glenville, West Virginia",-80.8339,38.9379,3371
"788","Chesapeake, West Virginia",-81.5364,38.2233,1480
"789","Oakvale, West Virginia",-80.9704,37.3323,119
"790","Sophia, West Virginia",-81.2524,37.7117,1311
"791","Mill Creek, West Virginia",-79.9725,38.7319,701
"792","Romney, West Virginia",-78.7564,39.3454,1759
"793","Fairmont, West Virginia",-80.149,39.4768,33265
"794","Logan, West Virginia",-81.9857,37.8509,9667
"795","Whitesville, West Virginia",-81.5367,37.9825,466
"796","Dunbar, West Virginia",-81.7345,38.3688,7543
"797","Montgomery, West Virginia",-81.3241,38.1741,4514
"798","Newburg, West Virginia",-79.8536,39.3889,313
"799","Hedgesville, West Virginia",-77.9944,39.5544,320
"800","Smithfield, West Virginia",-80.5555,39.501,157
"801","Falling Spring, West Virginia",-80.3576,37.9926,208
"802","Fairview, West Virginia",-80.2469,39.5927,411
"803","Mullens, West Virginia",-81.3855,37.5812,1439
"804","Grantsville, West Virginia",-81.0934,38.9203,538
"805","Beckley, West Virginia",-81.1841,37.7878,61693
"806","Cairo, West Virginia",-81.1544,39.2066,267
"807","Bancroft, West Virginia",-81.8418,38.5107,598
"808","Gary, West Virginia",-81.5405,37.3621,866
"809","Flatwoods, West Virginia",-80.654,38.7187,277
"810","Petersburg, West Virginia",-79.1276,38.9957,2654
"811","Granville, West Virginia",-79.9974,39.6471,2562
"812","Mitchell Heights, West Virginia",-81.9867,37.9088,302
"813","Elizabeth, West Virginia",-81.3975,39.0618,831
"814","Pineville, West Virginia",-81.5354,37.5846,619
"815","Parsons, West Virginia",-79.6786,39.0942,1423
"816","White Sulphur Springs, West Virginia",-80.3016,37.7962,2648
"817","Buffalo, West Virginia",-81.982,38.6117,1250
"818","Paden City, West Virginia",-80.9351,39.6035,2532
"819","Huttonsville, West Virginia",-79.9766,38.7138,218
"820","Pine Grove, West Virginia",-80.6824,39.5641,510
"821","Bramwell, West Virginia",-81.313,37.327,352
"822","Delbarton, West Virginia",-82.186,37.7052,527
"823","Sistersville, West Virginia",-80.9987,39.5598,1316
"824","Huntington, West Virginia",-82.4344,38.4109,198419
"825","Pullman, West Virginia",-80.949,39.188,142
"826","Winfield, West Virginia",-81.8861,38.5285,2357
"827","Handley, West Virginia",-81.3673,38.1863,336
"828","Gilbert, West Virginia",-81.8689,37.6142,412
"829","Rivesville, West Virginia",-80.1207,39.5318,934
"830","Belle, West Virginia",-81.5387,38.2337,1192
"831","Westover, West Virginia",-79.9773,39.6324,4243
"832","Alderson, West Virginia",-80.6436,37.7277,2607
"833","Beverly, West Virginia",-79.8719,38.844,679
"834","Charleston, West Virginia",-81.6323,38.3484,146462
"835","Auburn, West Virginia",-80.8562,39.0962,92
"836","Carpendale, West Virginia",-78.7896,39.6278,934
"837","Pax, West Virginia",-81.2648,37.9098,162
"838","Farmington, West Virginia",-80.2515,39.5119,374
"839","Danville, West Virginia",-81.8342,38.0808,640
"840","Grafton, West Virginia",-80.0162,39.3409,5881
"841","Tunnelton, West Virginia",-79.7466,39.3929,297
"842","Oceana, West Virginia",-81.6324,37.6927,2429
"843","New Cumberland, West Virginia",-80.6115,40.5072,1051
"844","Ravenswood, West Virginia",-81.7619,38.9561,4094
"845","Smithers, West Virginia",-81.3048,38.1768,777
"846","Weston, West Virginia",-80.4617,39.0391,4994
"847","Bruceton Mills, West Virginia",-79.6406,39.6594,87
"848","West Union, West Virginia",-80.7751,39.2963,820
"849","Rupert, West Virginia",-80.687,37.9649,923
"850","Worthington, West Virginia",-80.2636,39.4568,159
"851","Harrisville, West Virginia",-81.0485,39.2104,1750
"852","Henderson, West Virginia",-82.136,38.8304,266
"853","Fort Gay, West Virginia",-82.5952,38.1203,671
"854","Morgantown, West Virginia",-79.9468,39.6379,73183
"855","Marlinton, West Virginia",-80.0905,38.2245,1014
"856","Capon Bridge, West Virginia",-78.4337,39.2998,369
"857","Bradshaw, West Virginia",-81.8012,37.3534,296
"858","Ceredo, West Virginia",-82.5542,38.3951,1376
"859","Sand Fork, West Virginia",-80.7476,38.9154,155
"860","Gassaway, West Virginia",-80.7717,38.6702,902
"861","Parkersburg, West Virginia",-81.5419,39.2624,65331
"862","Blacksville, West Virginia",-80.2146,39.7175,183
"863","Pennsboro, West Virginia",-80.9754,39.2874,1067
"864","Williamstown, West Virginia",-81.4518,39.4004,2941
"865","Keyser, West Virginia",-78.9823,39.4394,6730
"866","Hendricks, West Virginia",-79.6299,39.0754,265
"867","Hinton, West Virginia",-80.8828,37.6651,2431
"868","Rhodell, West Virginia",-81.3051,37.6095,167
"869","Summersville, West Virginia",-80.841,38.2865,3238
"870","Lewisburg, West Virginia",-80.4327,37.8096,7124
"871","Bridgeport, West Virginia",-80.2476,39.3036,8364
"872","Terra Alta, West Virginia",-79.5435,39.4442,1491
"873","Hartford City, West Virginia",-81.9905,38.9978,592
"874","Gauley Bridge, West Virginia",-81.2038,38.1681,585
"875","Anawalt, West Virginia",-81.4407,37.3364,202
"876","New Martinsville, West Virginia",-80.8569,39.6636,5925
"877","Richwood, West Virginia",-80.5363,38.2221,1955
"878","Hundred, West Virginia",-80.4576,39.6836,276
